DOC_NO,PLANT,STAGE,OEM,VEH,PJT,OCC_DATE,REG_DATE,RETURN_YN,RTN_DATE,CTM_DATE,HK_FAULT_YN,COMP_DATE,STATUS,LOCATION,MARKET,M_CODE,TYPE_NAME,CAT_NAME,SUB_CAT_NAME,D2_PROBLEM,D0_EMERGENCY,D4_SMMY,D8_RESULT,D4_ROOT_CAUSE,D5_COUNTERMEASURE,URL
QI-2024-00118,KP,Development,KMC,EV3,SV1,2024-02-26,2024-08-28,N,null,2024-11-21,null,null,On-going,Test,Europe,1034553,Performance,NVH,Vibration,"1. P1 생산용 공급부품  시험 차량 진동 발생. (2/26 정보접수, 샤시부품개발2팀)
    - SV P1 유럽 RHD 고속주행 (120KPH) 시 차체 진동 발생 , 동일사양 휠 올시즌 취부시 진동 없음)
2. 기아 품질 내부 분석시 고속 UF - T2H 성분 가진영향 의견  
3. SV P2 부품감사 (3/5) 예정이며, 고품 회수 및 분석 지급 진행 요청 예상 ","1. P1 대비 P2 (승인 Spec)생산 Lot Spec 은 약간 상이 (BF Ht 15 -> 20,  T/D , S/W Profile)
2. U/F 수준 비교시 P1 대비 P2 제품 Lot R2H 수준 양호 (이슈 고품 개별 바코드 미확인)
3. 고속 UF 유발 진동으로 추정 되며 고품 회수 및 분석
    - 유럽용 T2H 수준 높음 확인 (85,95,135,156N 수준, 내수는 평균 44N)
4. 조인트 분산 위치 변경(내수 동일) 및 C/C 수동 컷팅품 평가
    - T1H 및 T2H 수준별 평가 진행(4/10_남양연구소)
    - T2H 선별품(5.3,3.8,3.7,4.3)의 경우 진동 개선 확인 완료
5. GT 가류 투입 위치 최적화로 대응 방안 송부 완료 (4/16)
6. T2H 추가 분석 진행
    - 몰드 영향도 분석 (IH01, IK01 GT ↔ 몰드 교차)
    - 보강벨트 영향도 분석 (JP0(5)0 vs JF0)
    - 가류시 GT 투입 위치별 분석
    - 조인트 분산 변경 분석 (Belt 분산 변경)
       → 7월 U/F 초검합격율(MES상) : 95.2% 수준
       → 고속 R2H와 저속 R2H 간 상관성 낮음
       → T2H 개선 : 가류-GT 투입위치 관리 필요 (최적위치 : 몰드 기준점 → 바코드 240~270도)
  ▶ C/C 컷팅기는 5/8일 설치 완료","    - 몰드 영향도 분석 (IH01, IK01 GT ↔ 몰드 교차)
    - 보강벨트 영향도 분석 (JP0(5)0 vs JF0)
    - 가류시 GT 투입 위치별 분석
    - 조인트 분산 변경 분석 (Belt 분산 변경)
     을 진행함
       → 7월 U/F 초검합격율(MES상) : 95.2% 수준
       → 고속 R2H와 저속 R2H 간 상관성 낮음
       → T2H 개선 : 가류-GT 투입위치 관리 필요 (최적위치 : 몰드 기준점 → 바코드 240~270도)",null,T2H,가류-GT 투입위치 고정 (240~270),https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=20B5CE811644BD41E0633C071FCA01D6
QI-2024-00117,MP,Mass Production,BMW,Mini,F65/F66,2024-08-27,2024-08-27,Y,2024-09-02,2024-09-03,Y,2024-09-08,Complete,In-Line(OE),Europe,1031563,Damaged(Undefined),Damaged Tire,"Bead (KB, etc)",SCHEDL UK claimed 1 tire with bruised sidewall.,Investigation production and quality history. Current stock check.,"The tire was still suitable in the visual inspection. The tire was damaged in the lubricator zone of the U/F machine. The tire spent 6 hours in the lubricator zone and the tire could have been damaged here, and the machine operator did not notice the fault. The D/B machine stopped with an error and the U/F machine lubricated the tire in automatic mode.  Shipping inspectors did not detect this defective tires.",Even if 1 EA claimed tire occured the machinery will be improved starting with assigned OE machine ( PLC modification) and due the shipping inspection fault they got education.,The shipping inspectors did not notice the ncf tire.,"The inspectors received education. There will be a PLC modification on the machine. After 1 minute, the machine stops rotating the tire.",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=20A8E4ED62235CB9E0633C071FCA4E7C
QI-2024-00116,TP,Mass Production,Renault-Nissan,Frontier,H61P,2024-08-22,2024-08-23,N,null,2024-10-22,N,2024-10-22,Complete,In-Line(OE),North America,1025247,Manufacturing,Defect,Bulge,"Sidewall bulge
7967350711, 7970878058","1) Nissan initiated sorting inline.
2) Issue tires were from before countermeasures applied at TP. DOT of stock at 3PL and TP is after countermeasure.
3) Request tires to be returned to TP for analysis.",Building joint issue,Nissan approved the 8D report and we successfully closed the issue after the Hodges warehouse visit on 10/18.,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=204D2A0F00041F0DE0633C071FCA78EA
QI-2024-00115,KP,Mass Production,Tesla,Model Y,"TESLA MODEL Y 21"" AS WINBACK",2024-08-21,2024-08-22,Y,2024-08-22,2024-09-06,N,2024-09-23,Complete,Filed,North America,1033702,Performance,NVH,Noise,"Tire serial barcode makes noise when it contacts the wheel during low speed driving.

<HK Observation>
1) Sound seems to be periodic in nature
2) If it is related to the barcode, the most likely condition to produce a sound would probably be when the tire is loaded at barcode location
3) Similar phenomenon can be observed with other tire suppliers","TP secured the assembled return tires(3EA) and check the apperance and conduct  Flunger tests.

1) No noise observed during loading, even at barcode location, but further analysis may be required (e.g. test rolling condition instead of static loading).

2) TP left the tires mounted in the condition they were received but could dismount to examine bead area and rim flange in more detail if desired.

3) TP can ship assemblies to Korea R&D for additional noise testing if requested.","Based on the vehicle and noiseless room test results, it is determined that the cause of the accident is not 
 a problem with the tire barcode, but a deviation in assemblability between the tire and the rim","Tesla has not replied during 2 weeks after we sent the analysis report. Therefore, we close this issue for now but will follow up this issue if Tesla get us back their opinion.",barcode position could be the casue of the noise,Position of the barcode could be changed if OE make us to do it.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=203ABBD4663BBD0FE0633C071FCAE741
QI-2024-00114,KP,Mass Production,Ford,F-150,P702,2024-07-23,2024-08-19,N,null,2024-10-22,N,2024-10-22,Complete,Filed,South America,1024247,Manufacturing,Defect,"Belt(Same direction, missing)","Customer issued appearance of one of tire is inadequate when inflated with 31 psi both. 
Barcode was given but information are not that precise, those to be clarified to Ford. 
Considering the appearance itself, issued one might have same directional belt.","Request quality control team to check manufacturing history referring barcode information. 
Information requested to Ford to clarify and deliver those tires to HK immediately. ","바코드 기반 특이사항 없음
G.OE 품질팀 추후 F.U 사항 : 고품 미획득으로 인해 자체 종결 요청 ","No tire returned. 
Based on the barcode information, QC team have checked and no specific thing found. 
As of no tire delivered, HK cannot analyze further. ",특이사항 없음,고품 미획득으로 종결,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=20038BF001208B8FE0633C071FCAD875
QI-2024-00113,CP,Mass Production,Ford,Mondeo,CD542 4DR,2024-08-14,2024-08-15,N,null,2024-08-26,Y,2024-08-30,Complete,In-Line(OE),ASIA(China),1027044,Manufacturing,Defect,"Air
(AUS, BI etc)","胎侧表面起皮
Tire sidewall surface peeling.","1.已经安排人员去Ford工厂及装胎厂sorting。
Personnel have been arranged to sort at Ford factory and tire assembly plant.
2.与Changan Ford STA保持沟通。
Maintain communication with Changan Ford STA.","起皮物质是修饰液，该物质为常规使用且经过验证，对轮胎性能无影响。
发生原因为喷涂量过多造成","1.修饰液涂抹轮胎禁止发送长安F0RD，在库品中的修饰液使用轮胎挑出隔离;对于色差发生轮胎 转零售市场使用。
It is prohibited to send Changan F0RD when applying modification solution to tires. The modification solution in the inventory should be isolated by picking it out from the tires; For tires with color difference, they will be sold to the retail market for use.
2.对修饰液涂抹作业标准，作业员重新培训 Retrain the operators on the application standards of the modifying solution
3.增加对喷壶压力喷涂压力表-制定合适的气压控制标准。
Increase pressure on spray cans and spray pressure gauges - establish appropriate pressure control standards.",1. 再作业后未按修饰液涂抹作业标准执行，喷涂修饰液过量。2.修饰液喷壶压力无法控制，喷涂量不稳定。3.修饰液喷涂3次以上时，容易脱皮。,1.修饰液作业标准再教育进行。2.制定合适的气压标准。3. 修饰液配方优化,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1FB5518F80B9D550E0633C071FCA2504
QI-2024-00112,KP,Mass Production,Renault-Nissan,ARKANA,LJL,2024-08-12,2024-08-14,Y,2024-08-14,2024-08-29,Y,2024-09-23,Complete,In-Line(OE),ASIA(Korea),1033132,In-Line,Marking,"UNM
(Uniformity No marking)","1.발생일자 : 8월12일(월) 야간
2.발생장소 : 르노코리아 부산 공장 완성차 타이어 서열 하치장(차량에서 하차시검출)
3.발생현상 : 비대칭 제품으로 OUTSIDE(외측면  장착면)에 U/F마킹 없음
 ※ 표준(정상) : OUTSIDE(U/F마킹날인) 상측 조립 및 차량 장착
4.발생수량 : 1ea ( DOT  2824) 
5.기타 
  1)협력사  부품품질담당(이도용책임) 정보 접수 : 전산 등록은 하지않음(협조 요청)
  2)고품  반출 및 금산QA팀 송부(8/14)","6.대응
 1)입고품 전수 마킹 날인 상태 점검 실시.(지워짐 유,무 확인0
2)6월~7월 KP)제품 U/F마킹 날인 이상(없음포함)다수 발생으로 변동점 확인 및 개선 요청 : 금산QA팀
   -. 6/24  GMK창원 트랙스  U/F마킹 2/3 지워짐
   -. 7/2(울산4),7/18(울산2) LX2 OUTSIDE  U/F 마킹 없음 
  -. 7/26  RK부산 LJL U/F마킹 95%이상 지워짐(없음)",타이어 상차 후 OE로 이송 중 지워짐,"1.발생일자 : 8월12일(월) 야간
2.발생장소 : 르노코리아 부산 공장 완성차 타이어 서열 하치장(차량에서 하차시검출)
3.발생현상 : 비대칭 제품으로 OUTSIDE(외측면  장착면)에 U/F마킹 없음
 ※ 표준(정상) : OUTSIDE(U/F마킹날인) 상측 조립 및 차량 장착
4.발생수량 : 1ea ( DOT  2824)  ◀ 영남OE 공급품에서 6월~7월  유니포미티 마킹 지워짐 4件 이상 간헐적 계속 발생으로 지워짐 발생 원인 확인후 개선 요청함",타이어 상차 후 OE로 이송 중 지워짐,"1. 출하 시 30개당 한개씩 마킹 지워짐 확인, 2. 마킹 온도 재 점검 완료",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1F9DA7F8F2845498E0633C071FCA0AC6
QI-2024-00111,TP,Development,Honda,Passport,3BMA,2024-08-07,2024-08-09,N,null,2025-02-10,null,null,On-going,In-Line(OE),North America,1031257,Homologation,Specification,Specification,Tire sidewall marking does not match with the current latest drawing for Honda Passport (currently at MP-gate),NA OE office already in discussion with Honda for drawing change.,OEM's production drawing sidewall notes did not match physical tire sidewall markings. ,null,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1F3359E878A7FA90E0633C071FCA1A2C
QI-2024-00110,TP,Mass Production,Honda,Pilot,PILOT,2024-08-05,2024-08-09,N,null,2024-08-14,Y,2024-08-14,Complete,In-Line(OE),North America,1025366,Performance,Lab test,Dimension,"The external diameter dimension on the drawing and the spec is 761±3 mm, 
but the dimension measured at 765.5 mm which would be out of spec. by Honda",Investigating the drawing history and PLM / OD measurements from development,Communication issue when submitting the drawing. Actual OD 764 ±3 but 761 ±3 in the drawing.,Need to prepare a CRF for this dwg change and submit it to Honda. ,Issued the wrong drawing,related teams need to check the drawing correctly during the design review,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1F30164F29B1EB5FE0633C071FCA6B61
QI-2024-00109,TP,Mass Production,Honda,CR-V,3A0A,2024-08-07,2024-08-08,Y,2024-08-07,2024-10-03,N,2024-10-04,Complete,In-Line(OE),North America,1024990,Manufacturing,Defect,FM,Honda CR-V 235/60R18 tire found with foreign material in the side wall.,"We requested tire back to TP plant for more analysis, after we received tire, we cut that FMR section and found out that extra foreign material is coming from sidewall. I attached the cut section of that FMR area on sidewall. Please let us know for any question or concerns.","Mixing condition, temperature control units (TCU's) were adjusted to help with processing and reduce the occurrence of vulcanized rubber. Defect management work instructions were updated and given to leadership for review prior to pushing to the floor. DOE is being conducted in mixing to evaluate significant factors on what is causing scorch in the department.","Mixing condition, temperature control units (TCU's) were adjusted to help with processing and reduce the occurrence of vulcanized rubber. Defect management work instructions were updated and given to leadership for review prior to pushing to the floor. DOE is being conducted in mixing to evaluate significant factors on what is causing scorch in the department.",Rubber condition,"Adjusted mix, TCU settings, and updated WIS",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1F1BDBC8C0F37AE7E0633C071FCA27B4
QI-2024-00108,TP,Mass Production,Honda,CR-V,3A0A,2024-08-06,2024-08-07,N,null,2024-08-28,Y,2024-08-28,Complete,Warehouse,North America,1024990,Logistic,Warehouse/Delievery,Mixing,The globas warehouse loaded entire trailer with mixed conicity as OE1 and OE2,We inform to NA OE office to take further action.,New 3PL mixed conicities while loading.,Update the training material for 3PL crew about proper loading procedures.,New 3PL provider training insufficient.,Train new 3PL crew about proper loading procedures.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1F0CB09FA4FA2785E0633C071FCAA6A9
QI-2024-00107,TP,Mass Production,Honda,HR-V,3W0A,2024-08-06,2024-08-06,N,null,2024-08-28,Y,2024-08-28,Complete,In-Line(OE),North America,1025718,Manufacturing,Defect,"Tread color line
(MTM, etc)",Honda HR-V 215/60R17 tires found with orange paint line in middle instead on barcode side. ,Contain the tire and trying to find a root cause ,Intermittent tread paint application issue,Establishment tread color line detection work instruction for extruding process and also Establishment tread color line detection system using vision AI,The operator did not change the tread color line correctly,Establishment tread color line work instruction for Extruding process.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1F05084D4910FB31E0633C071FCAF568
QI-2024-00106,KP,Mass Production,Renault-Nissan,X-Trail,P33A,2024-07-30,2024-07-31,Y,2024-08-09,2024-10-18,N,2024-10-18,Complete,Filed,ASIA(Japan),1027452,Endurance,Crack,Shoulder,"1. 신차 출고 후 소비자 Field claim 접수
   - 출고일 : 24년 1월
   - 주행거리 : 약 3,000km
2. 정도는 상이하나 동일부위 3本 에서 숄더부 크랙 발생","1. 소비자 타이어 4本 교체 완료
2. 고품 회수 후 분석 결과 송부 예정",고품 및 현용품 물성 및 배합제 비교 평가 결과 양호하며 제조상 결함 발견되지 않음,"제조 공정 이력 및 고무 물성/배합제 검증 결과 특이사항 없음.  제조상 과실 없는 것으로 판단되며, 타이어 보관 및 사용 조건에 따른 Crack 발생 사항으로 판단됨.",고무 물성 평가 진행,특이사항 없음,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1E87D29253984788E0633C071FCA19EE
